#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
1	29.48	28.85	28.20	28.60	28.13	26.75	28.24	27.16	0.0000
2	29.43	28.54	27.85	28.55	27.93	26.51	28.16	27.16	2.0000
3	29.37	28.51	27.85	28.49	27.76	27.05	28.06	27.15	4.0000
4	29.29	28.77	28.22	28.41	27.70	28.03	27.96	27.15	6.0000
5	29.22	29.26	28.83	28.35	27.80	29.14	27.90	27.15	8.0000
6	29.19	29.85	29.58	28.32	28.03	30.26	27.90	27.15	10.0000
7	29.19	30.50	30.39	28.34	28.35	31.33	27.99	27.16	12.0000
8	29.23	31.18	31.21	28.42	28.73	32.34	28.13	27.15	14.0000
9	29.31	31.84	32.02	28.53	29.17	33.28	28.33	27.15	16.0000
10	29.41	32.49	32.80	28.67	29.62	34.16	28.60	27.15	18.0000
11	29.55	33.12	33.54	28.86	30.11	34.96	28.90	27.15	20.0000
12	29.72	33.72	34.25	29.07	30.60	35.72	29.24	27.15	22.0000
13	29.90	34.29	34.93	29.30	31.11	36.44	29.62	27.15	24.0000
14	30.09	34.84	35.56	29.54	31.61	37.10	30.00	27.15	26.0000
15	30.31	35.36	36.16	29.80	32.12	37.74	30.40	27.15	28.0000
16	30.52	35.86	36.72	30.07	32.62	38.33	30.81	27.16	30.0000
17	30.75	36.34	37.26	30.35	33.13	38.90	31.22	27.16	32.0000
18	30.99	36.79	37.77	30.63	33.62	39.44	31.65	27.17	34.0000
19	31.22	37.22	38.25	30.91	34.11	39.96	32.06	27.18	36.0000
20	31.46	37.64	38.70	31.19	34.60	40.47	32.48	27.18	38.0000
21	31.70	38.04	39.13	31.47	35.08	40.95	32.89	27.20	40.0000
22	31.95	38.42	39.54	31.76	35.55	41.41	33.30	27.21	42.0000
23	32.20	38.78	39.92	32.04	36.02	41.85	33.69	27.23	44.0000
24	32.44	39.13	40.29	32.32	36.48	42.29	34.09	27.24	46.0000
25	32.69	39.48	40.65	32.60	36.93	42.71	34.46	27.27	48.0000
26	32.93	39.80	40.99	32.87	37.37	43.12	34.84	27.29	50.0000
27	33.18	40.12	41.31	33.15	37.80	43.51	35.21	27.32	52.0000
